,Title,Desc,Type,BodyPart,Equipment,Level
209,Feet-elevated oblique crunch,the feet elevated oblique crunch is a variation on the crunch exercise that targets the obliques as well as the rectus abdominis or six pack muscles resting the feet on a bench takes some of the hip flexor activation out of the movement focusing the stress more on the abs ,Strength,Abdominals,Body Only,Intermediate
210,Bent-knee reverse crunch,the bent knee reverse crunch is a popular bodyweight core exercise it targets the lower portion of the rectus abdominis or six pack muscles it can be performed for time or reps as part of any ab focused workout ,Strength,Abdominals,Body Only,Intermediate
211,Alternating heel-touch,the alternating heel touch is a popular bodyweight exercise that targets the obliques as well as the rectus abdominis or six pack muscles it can be performed for time or reps as part of any abs focused circuit or workout ,Strength,Abdominals,Body Only,Intermediate
213,Lying bench reverse crunch,the lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench it is largely similar to the same exercise performed on the floor but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs like most crunch variations it is usually performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Abdominals,Body Only,Intermediate
214,Sit-up,the sit up is a popular bodyweight exercise focused on the abdominal muscles it has also been used as part of military tactical and scholastic fitness tests for many years it can be performed for time or reps with the feet anchored or free on flat ground or a bench ,Strength,Abdominals,Body Only,Intermediate
215,Side Bridge,the side plank is a popular isometric abdominal exercise focusing on the oblique muscles as well as the transversus abdominis or deep core muscles it is sometimes paired with the curl up and bird dog as the mcgill big three for core strength and stability it is performed for time and can work in a warm up or in the core focused portion of any workout ,Strength,Abdominals,Body Only,Intermediate
216,Lying oblique crunch,the lying oblique crunch is a bodyweight exercise targeting the oblique muscles it can be performed for a specific number of reps or to fatigue or failure as part of the ab focused portion of any workout ,Strength,Abdominals,Body Only,Intermediate
218,Leg Pull-In,the reverse crunch is a popular exercise targeting the abdominals particularly the lower half it s easy to perform on either the floor or a flat bench many lifters think of this as a companion to the crunch which targets the upper abdominals more than the lower ,Strength,Abdominals,Body Only,Beginner
221,Toe Touchers,the toe touch is a bodyweight movement that targets the muscles of the abs the rectus abdominis or six pack muscles in particular it can be performed for time or reps in the ab focused portion of any workout ,Stretching,Abdominals,Body Only,Intermediate
223,Exercise ball torso rotation,the exercise ball torso rotation is a rotational abdominal exercise performed while holding a yoga or exercise ball between the hands it focuses on the rotational muscles of the core including the obliques glutes and hip muscles it can be performed one side at a time or alternating either for time or reps to make it more difficult wrap a light exercise band around the ball and anchor it to a solid object ,Stretching,Abdominals,Body Only,Intermediate
227,Partner resistance standing twist,the partner resistance standing twist is a bodyweight exercise in which one partner performs bodyweight twists while the other provides manual resistance it targets the muscles of the core and the obliques in particular it can be performed in the core focused part of any workout ,Strength,Abdominals,Body Only,Intermediate
230,Hanging knee raise with manual resistance,the hanging knee raise with manual resistance is a more advanced version of the hanging knee raise that utilizes a partner the partner applies enough resistance to make the movement more difficult while still allowing the lifter to perform multiple reps ,Strength,Abdominals,Body Only,Beginner
232,Wall mountain climber,the wall mountain climber is a challenging exercise targeting the shoulders and abdominals it s most common in bodyweight circuit training because it targets a lot of muscles as well as the cardiovascular system all at once it can be performed for time or reps ,Plyometrics,Abdominals,Body Only,Intermediate
234,Partner lying leg raise with lateral throw down,the partner lying leg raise with lateral throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down at a lateral angle the partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground ,Strength,Abdominals,Body Only,Beginner
